imageA,imageB,prediction
A*pSqcQb-UTWUAAAAAAAAAAAAAAQAAAQ.jpg,A*FRRpRoqOjMMAAAAAAAAAAAAACjV1AA.jpg,0.6802491446336111
A*Y6obS6__26oAAAAAAAAAAAAAAQAAAQ.jpg,A*WGFKRoJO-UMAAAAAAAAAAAAACjV1AA.jpg,0.7087306429942449
A*3G3yTa_odWgAAAAAAAAAAAAAAQAAAQ.jpg,A*asf1TJSX2TgAAAAAAAAAAAAACjV1AA.jpg,0.6462686906258265
A*MBWvR4pTGZsAAAAAAAAAAAAAAQAAAQ.jpg,A*SMBqRr1S4-j1WkpEifYM3wAACjV1AA.jpg,0.7139487067858378
A*qg8zR65UnY8AAAAAAAAAAAAACjV1AA.jpg,A*gfC0SJMdC08AAAAAAAAAAAAACjV1AA.jpg,0.41961087584495543
A*Q9rSRLOC244AAAAAAAAAAAAAAQAAAQ.jpg,A*Ut2TQqRIE88AAAAAAAAAAAAACjV1AA.jpg,0.6690315008163452
A*lXL8SL8dcMYAAAAAAAAAAAAAAQAAAQ.jpg,A*xNLtSKx6Oo8AAAAAAAAAAAAACjV1AA.jpg,0.7629540115594864
A*CqwXQb2Uk8QAAAAAAAAAAAAACjV1AA.jpg,A*I6IMS4jNCswAAAAAAAAAAAAACjV1AA.jpg,0.3958946930865446
A*cEIWSJjRV3EAAAAAAAAAAAAACjV1AA.jpg,A*ZmtoQqGf05EAAAAAAAAAAAAAAQAAAQ.jpg,0.5948034326235453
A*laN3Sai996gAAAAAAAAAAAAAAQAAAQ.jpg,A*s4E4QKNrYGMAAAAAAAAAAAAACjV1AA.jpg,0.6635134418805441
A*kbhNTKkFLHNnP7NOv-w1uAAACjV1AA.jpg,A*xHM1S7UtQBgAAAAAAAAAAAAACjV1AA.jpg,0.4258791163563728
A*43jkTrDvOVgAAAAAAAAAAAAACjV1AA.jpg,A*VxY5S486BaoAAAAAAAAAAAAACjV1AA.jpg,0.4328778465588888
A*-LNVQqsZJbcAAAAAAAAAAAAAAQAAAQ.jpg,A*kV0QTqI7eEIAAAAAAAAAAAAACjV1AA.jpg,0.6682216425736746
A*95MqSbOCu20AAAAAAAAAAAAAAQAAAQ.jpg,A*SUXMSrkXKkQAAAAAAAAAAAAACjV1AA.jpg,0.8092905183633169
A*5okETINuOpoAAAAAAAAAAAAAAQAAAQ.jpg,A*QIrkSKhYTlIAAAAAAAAAAAAACjV1AA.jpg,0.6682980308930079
A*2t2gRatFfFoAAAAAAAAAAAAAAQAAAQ.jpg,A*bSe5T68KtyQAAAAAAAAAAAAACjV1AA.jpg,0.7267868568499883
A*bsGOQoDtmEUAAAAAAAAAAAAACjV1AA.jpg,A*EC0oQq0w-HYAAAAAAAAAAAAACjV1AA.jpg,0.46135384142398833
A*oBwMR74ozMYAAAAAAAAAAAAACjV1AA.jpg,A*PXEOTKM5yqGIy2ROstK32AAAAQAAAQ.jpg,0.5099672904858986
A*vsw0Sa3qBS8AAAAAAAAAAAAAAQAAAQ.jpg,A*VTvFQKRZfUIAAAAAAAAAAAAACjV1AA.jpg,0.7383547772963842
A*wMTNRa9PqgQAAAAAAAAAAAAAAQAAAQ.jpg,A*62ZETKI9otsAAAAAAAAAAAAACjV1AA.jpg,0.6624409258365631
A*UdajQryHxHkAAAAAAAAAAAAAAQAAAQ.jpg,A*jIngS6Wps0UAAAAAAAAAAAAACjV1AA.jpg,0.6210491011540095
A*elopTY1q81IAAAAAAAAAAAAAAQAAAQ.jpg,A*fi37Rp3zTNUAAAAAAAAAAAAACjV1AA.jpg,0.7109542240699133
A*6JCNT68ZAgYAAAAAAAAAAAAAAQAAAQ.jpg,A*N-0XRakEO_sAAAAAAAAAAAAACjV1AA.jpg,0.5935704037547112
A*KdPtTpVJSAwAAAAAAAAAAAAAAQAAAQ.jpg,A*G4d5RJgdw2MAAAAAAAAAAAAACjV1AA.jpg,0.8021257718404134
