imageA,imageB,prediction
A*nGE2S4Xth9EAAAAAAAAAAAAACjV1AA.jpg,A*9eCYRL0rUG4AAAAAAAAAAAAAAQAAAQ.jpg,0.6975111365318298
A*fXw4RY7rLScAAAAAAAAAAAAAAQAAAQ.jpg,A*Hr9_RLtZHocAAAAAAAAAAAAAAQAAAQ.jpg,0.8698424994945526
A*9KURQpaXJBcAAAAAAAAAAAAACjV1AA.jpg,A*ug1FRZL1EYIAAAAAAAAAAAAAAQAAAQ.jpg,0.6641660183668137
A*PEndRZJiIvwAAAAAAAAAAAAAAQAAAQ.jpg,A*kqMQTKXWPvu4o0lPgJE13AAAAQAAAQ.jpg,0.8512500822544098
A*7z0KR6Iht6AAAAAAAAAAAAAACjV1AA.jpg,A*q7vdQ6U4LYMAAAAAAAAAAAAAAQAAAQ.jpg,0.5827580243349075
A*iAXWSIe2IR8AAAAAAAAAAAAAAQAAAQ.jpg,A*Q8THT49FyfAAAAAAAAAAAAAAAQAAAQ.jpg,0.7049086391925812
A*aBU_QYPyR2oAAAAAAAAAAAAACjV1AA.jpg,A*RLJcQpzTa5bbiHpMlVJoqAAAAQAAAQ.jpg,0.6569630354642868
A*glFuRZXNpZ0AAAAAAAAAAAAAAQAAAQ.jpg,A*ZsX9Q5lg50Wry3NLjfN62AAAAQAAAQ.jpg,0.8366232514381409
A*Np6kSq97W_wAAAAAAAAAAAAAAQAAAQ.jpg,A*9wszTYbb_3sAAAAAAAAAAAAAAQAAAQ.jpg,0.8703697919845581
A*pZwRQYzj87MAAAAAAAAAAAAAAQAAAQ.jpg,A*BL0NTqS1lLAAAAAAAAAAAAAAAQAAAQ.jpg,0.6930684596300125
A*OVaBTZTtNBkAAAAAAAAAAAAAAQAAAQ.jpg,A*9DDzSb5GvBoAAAAAAAAAAAAAAQAAAQ.jpg,0.6403523683547974
A*7cq9R4802jwAAAAAAAAAAAAACjV1AA.jpg,A*5YahTaf10UAAAAAAAAAAAAAAAQAAAQ.jpg,0.5653790086507797
A*s0oORpakcpkAAAAAAAAAAAAAAQAAAQ.jpg,A*cQiIQafJ3_cAAAAAAAAAAAAAAQAAAQ.jpg,0.882184624671936
A*5GIPRIGCeOMAAAAAAAAAAAAAAQAAAQ.jpg,A*3wXrQJxxN6IAAAAAAAAAAAAAAQAAAQ.jpg,0.7442469298839569
A*4BPPT6W1jesAAAAAAAAAAAAACjV1AA.jpg,A*A2OVQ6TvgfgAAAAAAAAAAAAAAQAAAQ.jpg,0.7256845831871033
A*sFj6Rr4hnQ0AAAAAAAAAAAAACjV1AA.jpg,A*qs-bRq1gvc8AAAAAAAAAAAAAAQAAAQ.jpg,0.6779093742370605
A*qizTSaNFl6QAAAAAAAAAAAAAAQAAAQ.jpg,A*QOGKQo3VGqcAAAAAAAAAAAAAAQAAAQ.jpg,0.722764179110527
A*vE_mRoOUjEEAAAAAAAAAAAAACjV1AA.jpg,A*jIwnQIdmpJ8AAAAAAAAAAAAAAQAAAQ.jpg,0.6021407470107079
A*N9j0Q7ZVKIQAAAAAAAAAAAAACjV1AA.jpg,A*SyB0R4bYJgcAAAAAAAAAAAAAAQAAAQ.jpg,0.6387245804071426
A*6q43Q6VrUpYAAAAAAAAAAAAAAQAAAQ.jpg,A*NqjWTJq-yh4AAAAAAAAAAAAAAQAAAQ.jpg,0.7788088023662567
A*d7AHRK8komkAAAAAAAAAAAAACjV1AA.jpg,A*S_8tT6r0DdoAAAAAAAAAAAAAAQAAAQ.jpg,0.6276811808347702
A*je-DSLV-gyYAAAAAAAAAAAAACjV1AA.jpg,A*q5yvT6TCwr0AAAAAAAAAAAAAAQAAAQ.jpg,0.7911122441291809
A*GaQQQ7zL1cUAAAAAAAAAAAAAAQAAAQ.jpg,A*lBy5TLl-hqsAAAAAAAAAAAAAAQAAAQ.jpg,0.8697296977043152
A*DlVNTZLJmr4AAAAAAAAAAAAACjV1AA.jpg,A*CShWRLPpewcAAAAAAAAAAAAAAQAAAQ.jpg,0.5257193371653557
A*4DAVQI3ebzQAAAAAAAAAAAAAAQAAAQ.jpg,A*PEFkSZSt_tQAAAAAAAAAAAAAAQAAAQ.jpg,0.6563477069139481
A*z87LTZywYEcAAAAAAAAAAAAACjV1AA.jpg,A*GzSxTIKGjcAAAAAAAAAAAAAAAQAAAQ.jpg,0.8006442785263062
A*Nlx8Rqtol8AAAAAAAAAAAAAAAQAAAQ.jpg,A*BDtaT5hxBf0AAAAAAAAAAAAAAQAAAQ.jpg,0.7986457943916321
A*8eO2T52Dp64AAAAAAAAAAAAACjV1AA.jpg,A*3jIWSJaWfkcAAAAAAAAAAAAAAQAAAQ.jpg,0.5664114207029343
A*6ZaKSbQurxAAAAAAAAAAAAAAAQAAAQ.jpg,A*VDp5Q6tyLI4AAAAAAAAAAAAAAQAAAQ.jpg,0.7729657590389252
A*7NorSo_YDpAAAAAAAAAAAAAACjV1AA.jpg,A*sGHHQ4rPbhAAAAAAAAAAAAAAAQAAAQ.jpg,0.7143001109361649
A*_dO9S54OZYoAAAAAAAAAAAAACjV1AA.jpg,A*-ZFPQramMXsAAAAAAAAAAAAAAQAAAQ.jpg,0.5407898537814617
A*IfigQ5EKwRoAAAAAAAAAAAAAAQAAAQ.jpg,A*lH0MT45zbpoAAAAAAAAAAAAAAQAAAQ.jpg,0.8313393890857697
A*DvUST7QtUYkAAAAAAAAAAAAAAQAAAQ.jpg,A*ftgfTqzTlwIAAAAAAAAAAAAAAQAAAQ.jpg,0.7704095244407654
A*b_ODQJnU-dMAAAAAAAAAAAAAAQAAAQ.jpg,A*sBXcTrlQ2YK62lRJguHU6QAAAQAAAQ.jpg,0.64789679646492
A*lF-6SIlxUdAAAAAAAAAAAAAACjV1AA.jpg,A*fa11TZePttyokXpFuoHp8AAAAQAAAQ.jpg,0.558078046888113
A*SQxjQ4HrMeAAAAAAAAAAAAAACjV1AA.jpg,A*sw3UQa3O1jQAAAAAAAAAAAAAAQAAAQ.jpg,0.4911421900615096
A*Yz8WQaFL2vkAAAAAAAAAAAAACjV1AA.jpg,A*tDv_Q4HCZg0AAAAAAAAAAAAAAQAAAQ.jpg,0.5829649940133095
A*Z1znQ7rqd2QAAAAAAAAAAAAACjV1AA.jpg,A*APPpQLTm7LYAAAAAAAAAAAAAAQAAAQ.jpg,0.5492724552750587
