imageA,imageB,prediction
A*nGE2S4Xth9EAAAAAAAAAAAAACjV1AA.jpg,A*9eCYRL0rUG4AAAAAAAAAAAAAAQAAAQ.jpg,0.6954556610435247
A*fXw4RY7rLScAAAAAAAAAAAAAAQAAAQ.jpg,A*Hr9_RLtZHocAAAAAAAAAAAAAAQAAAQ.jpg,0.8613944314420223
A*9KURQpaXJBcAAAAAAAAAAAAACjV1AA.jpg,A*ug1FRZL1EYIAAAAAAAAAAAAAAQAAAQ.jpg,0.6378051806241274
A*PEndRZJiIvwAAAAAAAAAAAAAAQAAAQ.jpg,A*kqMQTKXWPvu4o0lPgJE13AAAAQAAAQ.jpg,0.8513830304145813
A*7z0KR6Iht6AAAAAAAAAAAAAACjV1AA.jpg,A*q7vdQ6U4LYMAAAAAAAAAAAAAAQAAAQ.jpg,0.607167074456811
A*iAXWSIe2IR8AAAAAAAAAAAAAAQAAAQ.jpg,A*Q8THT49FyfAAAAAAAAAAAAAAAQAAAQ.jpg,0.7018185537308455
A*aBU_QYPyR2oAAAAAAAAAAAAACjV1AA.jpg,A*RLJcQpzTa5bbiHpMlVJoqAAAAQAAAQ.jpg,0.6308198487386107
A*glFuRZXNpZ0AAAAAAAAAAAAAAQAAAQ.jpg,A*ZsX9Q5lg50Wry3NLjfN62AAAAQAAAQ.jpg,0.8371476978063583
A*Np6kSq97W_wAAAAAAAAAAAAAAQAAAQ.jpg,A*9wszTYbb_3sAAAAAAAAAAAAAAQAAAQ.jpg,0.8551390841603279
A*pZwRQYzj87MAAAAAAAAAAAAAAQAAAQ.jpg,A*BL0NTqS1lLAAAAAAAAAAAAAAAQAAAQ.jpg,0.6869503259658813
A*OVaBTZTtNBkAAAAAAAAAAAAAAQAAAQ.jpg,A*9DDzSb5GvBoAAAAAAAAAAAAAAQAAAQ.jpg,0.661267226561904
A*7cq9R4802jwAAAAAAAAAAAAACjV1AA.jpg,A*5YahTaf10UAAAAAAAAAAAAAAAQAAAQ.jpg,0.5913522662594914
A*s0oORpakcpkAAAAAAAAAAAAAAQAAAQ.jpg,A*cQiIQafJ3_cAAAAAAAAAAAAAAQAAAQ.jpg,0.8711724728345871
A*5GIPRIGCeOMAAAAAAAAAAAAAAQAAAQ.jpg,A*3wXrQJxxN6IAAAAAAAAAAAAAAQAAAQ.jpg,0.7428437769412994
A*4BPPT6W1jesAAAAAAAAAAAAACjV1AA.jpg,A*A2OVQ6TvgfgAAAAAAAAAAAAAAQAAAQ.jpg,0.7441924475133419
A*sFj6Rr4hnQ0AAAAAAAAAAAAACjV1AA.jpg,A*qs-bRq1gvc8AAAAAAAAAAAAAAQAAAQ.jpg,0.6819858737289906
A*qizTSaNFl6QAAAAAAAAAAAAAAQAAAQ.jpg,A*QOGKQo3VGqcAAAAAAAAAAAAAAQAAAQ.jpg,0.7345743831247091
A*vE_mRoOUjEEAAAAAAAAAAAAACjV1AA.jpg,A*jIwnQIdmpJ8AAAAAAAAAAAAAAQAAAQ.jpg,0.5659269033931196
A*N9j0Q7ZVKIQAAAAAAAAAAAAACjV1AA.jpg,A*SyB0R4bYJgcAAAAAAAAAAAAAAQAAAQ.jpg,0.6430263230577111
A*6q43Q6VrUpYAAAAAAAAAAAAAAQAAAQ.jpg,A*NqjWTJq-yh4AAAAAAAAAAAAAAQAAAQ.jpg,0.7831360884010792
A*d7AHRK8komkAAAAAAAAAAAAACjV1AA.jpg,A*S_8tT6r0DdoAAAAAAAAAAAAAAQAAAQ.jpg,0.6112080402672291
A*je-DSLV-gyYAAAAAAAAAAAAACjV1AA.jpg,A*q5yvT6TCwr0AAAAAAAAAAAAAAQAAAQ.jpg,0.7805256955325603
A*GaQQQ7zL1cUAAAAAAAAAAAAAAQAAAQ.jpg,A*lBy5TLl-hqsAAAAAAAAAAAAAAQAAAQ.jpg,0.8782069087028503
A*DlVNTZLJmr4AAAAAAAAAAAAACjV1AA.jpg,A*CShWRLPpewcAAAAAAAAAAAAAAQAAAQ.jpg,0.5096535451593809
A*4DAVQI3ebzQAAAAAAAAAAAAAAQAAAQ.jpg,A*PEFkSZSt_tQAAAAAAAAAAAAAAQAAAQ.jpg,0.6619373634457588
A*z87LTZywYEcAAAAAAAAAAAAACjV1AA.jpg,A*GzSxTIKGjcAAAAAAAAAAAAAAAQAAAQ.jpg,0.8168322220444679
