imageA,imageB,prediction
A*nGE2S4Xth9EAAAAAAAAAAAAACjV1AA.jpg,A*9eCYRL0rUG4AAAAAAAAAAAAAAQAAAQ.jpg,0.7093734294176102
A*fXw4RY7rLScAAAAAAAAAAAAAAQAAAQ.jpg,A*Hr9_RLtZHocAAAAAAAAAAAAAAQAAAQ.jpg,0.8568126261234283
A*9KURQpaXJBcAAAAAAAAAAAAACjV1AA.jpg,A*ug1FRZL1EYIAAAAAAAAAAAAAAQAAAQ.jpg,0.6503279805183411
A*PEndRZJiIvwAAAAAAAAAAAAAAQAAAQ.jpg,A*kqMQTKXWPvu4o0lPgJE13AAAAQAAAQ.jpg,0.8429510295391083
A*7z0KR6Iht6AAAAAAAAAAAAAACjV1AA.jpg,A*q7vdQ6U4LYMAAAAAAAAAAAAAAQAAAQ.jpg,0.6091365739703178
A*iAXWSIe2IR8AAAAAAAAAAAAAAQAAAQ.jpg,A*Q8THT49FyfAAAAAAAAAAAAAAAQAAAQ.jpg,0.697647213935852
A*aBU_QYPyR2oAAAAAAAAAAAAACjV1AA.jpg,A*RLJcQpzTa5bbiHpMlVJoqAAAAQAAAQ.jpg,0.6655034422874451
A*glFuRZXNpZ0AAAAAAAAAAAAAAQAAAQ.jpg,A*ZsX9Q5lg50Wry3NLjfN62AAAAQAAAQ.jpg,0.8282939493656158
A*Np6kSq97W_wAAAAAAAAAAAAAAQAAAQ.jpg,A*9wszTYbb_3sAAAAAAAAAAAAAAQAAAQ.jpg,0.86122265458107
A*pZwRQYzj87MAAAAAAAAAAAAAAQAAAQ.jpg,A*BL0NTqS1lLAAAAAAAAAAAAAAAQAAAQ.jpg,0.6999867707490921
A*OVaBTZTtNBkAAAAAAAAAAAAAAQAAAQ.jpg,A*9DDzSb5GvBoAAAAAAAAAAAAAAQAAAQ.jpg,0.6548682153224945
A*7cq9R4802jwAAAAAAAAAAAAACjV1AA.jpg,A*5YahTaf10UAAAAAAAAAAAAAAAQAAAQ.jpg,0.6020011752843857
A*s0oORpakcpkAAAAAAAAAAAAAAQAAAQ.jpg,A*cQiIQafJ3_cAAAAAAAAAAAAAAQAAAQ.jpg,0.8804891705513
A*5GIPRIGCeOMAAAAAAAAAAAAAAQAAAQ.jpg,A*3wXrQJxxN6IAAAAAAAAAAAAAAQAAAQ.jpg,0.720765009522438
A*4BPPT6W1jesAAAAAAAAAAAAACjV1AA.jpg,A*A2OVQ6TvgfgAAAAAAAAAAAAAAQAAAQ.jpg,0.7529418766498566
A*sFj6Rr4hnQ0AAAAAAAAAAAAACjV1AA.jpg,A*qs-bRq1gvc8AAAAAAAAAAAAAAQAAAQ.jpg,0.670138955116272
A*qizTSaNFl6QAAAAAAAAAAAAAAQAAAQ.jpg,A*QOGKQo3VGqcAAAAAAAAAAAAAAQAAAQ.jpg,0.7284054458141327
A*vE_mRoOUjEEAAAAAAAAAAAAACjV1AA.jpg,A*jIwnQIdmpJ8AAAAAAAAAAAAAAQAAAQ.jpg,0.6024859994649887
A*N9j0Q7ZVKIQAAAAAAAAAAAAACjV1AA.jpg,A*SyB0R4bYJgcAAAAAAAAAAAAAAQAAAQ.jpg,0.6133113875985146
A*6q43Q6VrUpYAAAAAAAAAAAAAAQAAAQ.jpg,A*NqjWTJq-yh4AAAAAAAAAAAAAAQAAAQ.jpg,0.7632396519184113
A*d7AHRK8komkAAAAAAAAAAAAACjV1AA.jpg,A*S_8tT6r0DdoAAAAAAAAAAAAAAQAAAQ.jpg,0.598566435277462
A*je-DSLV-gyYAAAAAAAAAAAAACjV1AA.jpg,A*q5yvT6TCwr0AAAAAAAAAAAAAAQAAAQ.jpg,0.7605126798152924
A*GaQQQ7zL1cUAAAAAAAAAAAAAAQAAAQ.jpg,A*lBy5TLl-hqsAAAAAAAAAAAAAAQAAAQ.jpg,0.8754099905490875
A*DlVNTZLJmr4AAAAAAAAAAAAACjV1AA.jpg,A*CShWRLPpewcAAAAAAAAAAAAAAQAAAQ.jpg,0.5204843617975712
A*4DAVQI3ebzQAAAAAAAAAAAAAAQAAAQ.jpg,A*PEFkSZSt_tQAAAAAAAAAAAAAAQAAAQ.jpg,0.6903307884931564
A*z87LTZywYEcAAAAAAAAAAAAACjV1AA.jpg,A*GzSxTIKGjcAAAAAAAAAAAAAAAQAAAQ.jpg,0.82032310962677
A*Nlx8Rqtol8AAAAAAAAAAAAAAAQAAAQ.jpg,A*BDtaT5hxBf0AAAAAAAAAAAAAAQAAAQ.jpg,0.8121115267276764
A*8eO2T52Dp64AAAAAAAAAAAAACjV1AA.jpg,A*3jIWSJaWfkcAAAAAAAAAAAAAAQAAAQ.jpg,0.5795397609472275
A*6ZaKSbQurxAAAAAAAAAAAAAAAQAAAQ.jpg,A*VDp5Q6tyLI4AAAAAAAAAAAAAAQAAAQ.jpg,0.7651651799678802
A*7NorSo_YDpAAAAAAAAAAAAAACjV1AA.jpg,A*sGHHQ4rPbhAAAAAAAAAAAAAAAQAAAQ.jpg,0.730688288807869
A*_dO9S54OZYoAAAAAAAAAAAAACjV1AA.jpg,A*-ZFPQramMXsAAAAAAAAAAAAAAQAAAQ.jpg,0.5249366071075201
A*IfigQ5EKwRoAAAAAAAAAAAAAAQAAAQ.jpg,A*lH0MT45zbpoAAAAAAAAAAAAAAQAAAQ.jpg,0.8159734606742859
A*DvUST7QtUYkAAAAAAAAAAAAAAQAAAQ.jpg,A*ftgfTqzTlwIAAAAAAAAAAAAAAQAAAQ.jpg,0.7527306079864502
A*b_ODQJnU-dMAAAAAAAAAAAAAAQAAAQ.jpg,A*sBXcTrlQ2YK62lRJguHU6QAAAQAAAQ.jpg,0.6848076581954956
A*lF-6SIlxUdAAAAAAAAAAAAAACjV1AA.jpg,A*fa11TZePttyokXpFuoHp8AAAAQAAAQ.jpg,0.5535791143774986
A*SQxjQ4HrMeAAAAAAAAAAAAAACjV1AA.jpg,A*sw3UQa3O1jQAAAAAAAAAAAAAAQAAAQ.jpg,0.46786409988999367
A*Yz8WQaFL2vkAAAAAAAAAAAAACjV1AA.jpg,A*tDv_Q4HCZg0AAAAAAAAAAAAAAQAAAQ.jpg,0.5589640699326992
A*Z1znQ7rqd2QAAAAAAAAAAAAACjV1AA.jpg,A*APPpQLTm7LYAAAAAAAAAAAAAAQAAAQ.jpg,0.5576135963201523
A*U4dgT4AOCQEAAAAAAAAAAAAACjV1AA.jpg,A*Il6qTq-E1V0AAAAAAAAAAAAAAQAAAQ.jpg,0.6041466444730759
A*NzG5RLMOAIeCl25JnNtT1QAACjV1AA.jpg,A*RtUrRZBJDssAAAAAAAAAAAAAAQAAAQ.jpg,0.6115888580679893
